Key,Title,Student,Organization,Mentors
ahBzfmdvb2dsZS1tZWxhbmdlckkLEgRVc2VyIgd5Z2l0bWFuDAsSB1Byb2ZpbGUiF2dvb2dsZS9nc29jMjAxNC95Z2l0bWFuDAsSB1Byb2plY3QYgICAgIDDlQoM,Matting Laplacian,Yury Gitman,Open Source Computer Vision Library (OpenCV),Alexander
ahBzfmdvb2dsZS1tZWxhbmdlclELEgRVc2VyIgthbmRyZWloYWlkdQwLEgdQcm9maWxlIhtnb29nbGUvZ3NvYzIwMTQvYW5kcmVpaGFpZHUMCxIHUHJvamVjdBiAgICAwKS-Cgw,Fluid Simulation,Andrei Haidu,Open Source Robotics Foundation,John Hsu
ahBzfmdvb2dsZS1tZWxhbmdlckkLEgRVc2VyIgdkZW1tZWxuDAsSB1Byb2ZpbGUiF2dvb2dsZS9nc29jMjAxNC9kZW1tZWxuDAsSB1Byb2plY3QYgICAgICumQoM,Develop ROS independent library for system dependency resolution,Nikolaus Demmel,Open Source Robotics Foundation,William Woodall
ahBzfmdvb2dsZS1tZWxhbmdlckELEgRVc2VyIgNva24MCxIHUHJvZmlsZSITZ29vZ2xlL2dzb2MyMDE0L29rbgwLEgdQcm9qZWN0GICAgIDA-pMKDA,Gazebo model visualization in WebGL,okan,Open Source Robotics Foundation,Ian Chen
ahBzfmdvb2dsZS1tZWxhbmdlckkLEgRVc2VyIgdya29qY2V2DAsSB1Byb2ZpbGUiF2dvb2dsZS9nc29jMjAxNC9ya29qY2V2DAsSB1Byb2plY3QYgICAgICumQoM,Develop a Cartesian Path Planner Plug-in for MoveIt,Risto Kojcev,Open Source Robotics Foundation,"Shaun Edwards, Chris Lewis"
ahBzfmdvb2dsZS1tZWxhbmdlclMLEgRVc2VyIgxzdG9uZXNjZW50ZXIMCxIHUHJvZmlsZSIcZ29vZ2xlL2dzb2MyMDE0L3N0b25lc2NlbnRlcgwLEgdQcm9qZWN0GICAgICg7KwKDA,Develop an Intuitive Tele-op Interface using 3D Sensing,Steve Ataucuri Cruz,Open Source Robotics Foundation,"Shaun Edwards, Chris Lewis"
ahBzfmdvb2dsZS1tZWxhbmdlckULEgRVc2VyIgVsYXJtYQwLEgdQcm9maWxlIhVnb29nbGUvZ3NvYzIwMTQvbGFybWEMCxIHUHJvamVjdBiAgICAgLmECgw,Making OpenKeychain fun to use for users and developers.,la|r|ma,OpenKeychain (OpenPGP for Android),Dominik Schürmann
ahBzfmdvb2dsZS1tZWxhbmdlckkLEgRVc2VyIgd2YWxvZGltDAsSB1Byb2ZpbGUiF2dvb2dsZS9nc29jMjAxNC92YWxvZGltDAsSB1Byb2plY3QYgICAgIC5hAoM,OpenKeychain data provider Redesign + Web of Trust features,Vincent Breitmoser,OpenKeychain (OpenPGP for Android),Dominik Schürmann
ahBzfmdvb2dsZS1tZWxhbmdlclMLEgRVc2VyIgxhbGV4aXNfZHVxdWUMCxIHUHJvZmlsZSIcZ29vZ2xlL2dzb2MyMDE0L2FsZXhpc19kdXF1ZQwLEgdQcm9qZWN0GICAgICA14wKDA,Atlas Module 2.0,Alexis Duque,OpenMRS,"Elliott Williams, Burke (OpenMRS)"
ahBzfmdvb2dsZS1tZWxhbmdlcksLEgRVc2VyIghhbmlrZXRoYQwLEgdQcm9maWxlIhhnb29nbGUvZ3NvYzIwMTQvYW5pa2V0aGEMCxIHUHJvamVjdBiAgICAoJmQCgw,OpenMRS RegaDB Integration,Aniketha,OpenMRS,"Hannes Venter, Pascal Brandt"
ahBzfmdvb2dsZS1tZWxhbmdlclcLEgRVc2VyIg5rYXdlZXNpX2pvc2VwaAwLEgdQcm9maWxlIh5nb29nbGUvZ3NvYzIwMTQva2F3ZWVzaV9qb3NlcGgMCxIHUHJvamVjdBiAgICAwJyCCgw,Chart Search for the Reference Application,Kaweesi Joseph,OpenMRS,Kayiwa Daniel
ahBzfmdvb2dsZS1tZWxhbmdlckMLEgRVc2VyIgRsYmF0DAsSB1Byb2ZpbGUiFGdvb2dsZS9nc29jMjAxNC9sYmF0DAsSB1Byb2plY3QYgICAgMCrhgoM,Operation Theater Module,Lukas Breitwieser,OpenMRS,Harsha Kumara
ahBzfmdvb2dsZS1tZWxhbmdlck8LEgRVc2VyIgptaWxpbmRhcnVrDAsSB1Byb2ZpbGUiGmdvb2dsZS9nc29jMjAxNC9taWxpbmRhcnVrDAsSB1Byb2plY3QYgICAgIDXjAoM,System Performance and Utilization Module,Milinda Premadasa,OpenMRS,"Jan Flowers, Pascal Brandt"
ahBzfmdvb2dsZS1tZWxhbmdlckcLEgRVc2VyIgZwbHlfcHkMCxIHUHJvZmlsZSIWZ29vZ2xlL2dzb2MyMDE0L3BseV9weQwLEgdQcm9qZWN0GICAgIDA-pMKDA,OpenMRS ID Platform Improvements,Ply_py,OpenMRS,"Elliott Williams, Hannah Downey"
ahBzfmdvb2dsZS1tZWxhbmdlck0LEgRVc2VyIglwb2NoZWRsZXkMCxIHUHJvZmlsZSIZZ29vZ2xlL2dzb2MyMDE0L3BvY2hlZGxleQwLEgdQcm9qZWN0GICAgICAw5UKDA,An Open Source Data Quality Module for the OpenMRS Community ,Stephen Po-Chedley,OpenMRS,Cosmin Ioan
ahBzfmdvb2dsZS1tZWxhbmdlclELEgRVc2VyIgtzYXJhbWlyemExNAwLEgdQcm9maWxlIhtnb29nbGUvZ3NvYzIwMTQvc2FyYW1pcnphMTQMCxIHUHJvamVjdBiAgICAoNCdCgw,IHE Interoperability - Patient Administration Management,Sara Fatima,OpenMRS,Ryan Crichton
ahBzfmdvb2dsZS1tZWxhbmdlclELEgRVc2VyIgtzaHViaGFtX3JhaQwLEgdQcm9maWxlIhtnb29nbGUvZ3NvYzIwMTQvc2h1YmhhbV9yYWkMCxIHUHJvamVjdBiAgICAoJKfCgw,OpenMRS Lite Module,Shubham Rai,OpenMRS,"Jeremy Keiper, Burke (OpenMRS)"
ahBzfmdvb2dsZS1tZWxhbmdlckcLEgRVc2VyIgZ1amp3YWwMCxIHUHJvZmlsZSIWZ29vZ2xlL2dzb2MyMDE0L3VqandhbAwLEgdQcm9qZWN0GICAgIDgwZwKDA,Administration Tools for OpenMRS 2.0,Ujjwal Arora,OpenMRS,Wyclif
ahBzfmdvb2dsZS1tZWxhbmdlclcLEgRVc2VyIg52YWliaGF2YWdhcndhbAwLEgdQcm9maWxlIh5nb29nbGUvZ3NvYzIwMTQvdmFpYmhhdmFnYXJ3YWwMCxIHUHJvamVjdBiAgICAoMSOCgw,OpenMRS CDA Generator Project Proposal,VaibhavAgarwal,OpenMRS,"Jeremy Keiper, Suranga Nath Kasthurirathne"
ahBzfmdvb2dsZS1tZWxhbmdlclcLEgRVc2VyIg52aW5lZXR2MjgyMTk5MwwLEgdQcm9maWxlIh5nb29nbGUvZ3NvYzIwMTQvdmluZWV0djI4MjE5OTMMCxIHUHJvamVjdBiAgICAoJmQCgw,OpenMRS Module for ETL/Predictive Modeling across Multiple Platform (DW),Vineet Kumar,OpenMRS,Gaurav Paliwal
ahBzfmdvb2dsZS1tZWxhbmdlclMLEgRVc2VyIgxhbGV4YW5kZXJ2ZG0MCxIHUHJvZmlsZSIcZ29vZ2xlL2dzb2MyMDE0L2FsZXhhbmRlcnZkbQwLEgdQcm9qZWN0GICAgICA14wKDA,Improving the functionality of the extensions system in Caja,alexandervdm,openSUSE,"Stefano Karapetsas, Martin Wimpress"
ahBzfmdvb2dsZS1tZWxhbmdlckMLEgRVc2VyIgRhc2xhDAsSB1Byb2ZpbGUiFGdvb2dsZS9nc29jMjAxNC9hc2xhDAsSB1Byb2plY3QYgICAgODBnAoM,Add Snapshot management API to libvirt Xenlight driver,David Kiarie,openSUSE,Jim Fehlig
ahBzfmdvb2dsZS1tZWxhbmdlclELEgRVc2VyIgtjYnJ1Y2ttYXllcgwLEgdQcm9maWxlIhtnb29nbGUvZ3NvYzIwMTQvY2JydWNrbWF5ZXIMCxIHUHJvamVjdBiAgICAgNeMCgw,Open Source Event Manager (OSEM): Implemention Organizer Dashboard,Christian Bruckmayer,openSUSE,Henne Vogelsang
ahBzfmdvb2dsZS1tZWxhbmdlclsLEgRVc2VyIhBkaWZmZXJlbnRyZWFsaXR5DAsSB1Byb2ZpbGUiIGdvb2dsZS9nc29jMjAxNC9kaWZmZXJlbnRyZWFsaXR5DAsSB1Byb2plY3QYgICAgMDphAoM,Open Source Event Manager (OSEM): Refactor user management model,Stella Rouzi,openSUSE,"Ancor González Sosa, Artem Chernikov"
ahBzfmdvb2dsZS1tZWxhbmdlckcLEgRVc2VyIgZnb3Blc2gMCxIHUHJvZmlsZSIWZ29vZ2xlL2dzb2MyMDE0L2dvcGVzaAwLEgdQcm9qZWN0GICAgIDAnIIKDA,Event Splash page for Visitors In Open Source Event Manager Application.,Gopesh Tulsyan,openSUSE,"Cornelius Schumacher, James Mason"
ahBzfmdvb2dsZS1tZWxhbmdlclcLEgRVc2VyIg5rYXJ0aGlrc2VudGhpbAwLEgdQcm9maWxlIh5nb29nbGUvZ3NvYzIwMTQva2FydGhpa3NlbnRoaWwMCxIHUHJvamVjdBiAgICAwJyCCgw,Travel Support Program application,Karthik Senthil,openSUSE,Ancor González Sosa
ahBzfmdvb2dsZS1tZWxhbmdlckcLEgRVc2VyIgZrYXlyYWwMCxIHUHJvZmlsZSIWZ29vZ2xlL2dzb2MyMDE0L2theXJhbAwLEgdQcm9qZWN0GICAgIDgsIUKDA,Integrate Snapper Snapshot browsing into openSUSE Desktop tools,Oguz Kayral,openSUSE,"İsmail Dönmez, openSUSE"
ahBzfmdvb2dsZS1tZWxhbmdlckcLEgRVc2VyIgZtaWNoYWwMCxIHUHJvZmlsZSIWZ29vZ2xlL2dzb2MyMDE0L21pY2hhbAwLEgdQcm9qZWN0GICAgIDAnIIKDA,MATE: Port from deprecated GStreamer 0.10,Michal Ratajsky,openSUSE,"Stefano Karapetsas, Martin Wimpress"
ahBzfmdvb2dsZS1tZWxhbmdlclELEgRVc2VyIgtyYWdodW5heXlhcgwLEgdQcm9maWxlIhtnb29nbGUvZ3NvYzIwMTQvcmFnaHVuYXl5YXIMCxIHUHJvamVjdBiAgICAoPOGCgw,ownCloud Calendar Application in angularJS,Raghu Nayyar,openSUSE,Georg Ehrke
ahBzfmdvb2dsZS1tZWxhbmdlck0LEgRVc2VyIglyb290YXZpc2gMCxIHUHJvZmlsZSIZZ29vZ2xlL2dzb2MyMDE0L3Jvb3RhdmlzaAwLEgdQcm9qZWN0GICAgIDAiJ0KDA,ePub support in Atril (MATE),avishkar gupta,openSUSE,"Stefano Karapetsas, Martin Wimpress"
ahBzfmdvb2dsZS1tZWxhbmdlclELEgRVc2VyIgt2b2xrYW5nZXplcgwLEgdQcm9maWxlIhtnb29nbGUvZ3NvYzIwMTQvdm9sa2FuZ2V6ZXIMCxIHUHJvamVjdBiAgICAwJyCCgw,Playlist Functionality for ownCloud Music App,Volkan Gezer,openSUSE,Morris Jobke
ahBzfmdvb2dsZS1tZWxhbmdlckcLEgRVc2VyIgZ2cGV0eWEMCxIHUHJvZmlsZSIWZ29vZ2xlL2dzb2MyMDE0L3ZwZXR5YQwLEgdQcm9qZWN0GICAgIDAiJ0KDA,Implement an application-level LBaaS driver for Zorp,Péter Vörös,openSUSE,"Balint Kovacs, Peter Czanik, Szilárd Pfeiffer"
ahBzfmdvb2dsZS1tZWxhbmdlcksLEgRVc2VyIgh4eXN0dXNoaQwLEgdQcm9maWxlIhhnb29nbGUvZ3NvYzIwMTQveHlzdHVzaGkMCxIHUHJvamVjdBiAgICAwM6xCgw,Extend Git-Review to support BitBucket,xystushi,openSUSE,Bamboo
ahBzfmdvb2dsZS1tZWxhbmdlclkLEgRVc2VyIg96c29sdHBldGVyYmFzYWsMCxIHUHJvZmlsZSIfZ29vZ2xlL2dzb2MyMDE0L3pzb2x0cGV0ZXJiYXNhawwLEgdQcm9qZWN0GICAgIDglYMKDA,OpenSUSE GSOC ideas: Cool live flash,Zsolt Peter Basak,openSUSE,Michal Hrušecký
ahBzfmdvb2dsZS1tZWxhbmdlclMLEgRVc2VyIgxlbWFhZG1hbnpvb3IMCxIHUHJvZmlsZSIcZ29vZ2xlL2dzb2MyMDE0L2VtYWFkbWFuem9vcgwLEgdQcm9qZWN0GICAgICgxI4KDA,Infrastructure-wide IPMI Management Console Project Proposal,Emaad Ahmed Manzoor,Oregon State University Open Source Lab (OSUOSL),Daniel Takamori
ahBzfmdvb2dsZS1tZWxhbmdlckkLEgRVc2VyIgdwcmFtdHRsDAsSB1Byb2ZpbGUiF2dvb2dsZS9nc29jMjAxNC9wcmFtdHRsDAsSB1Byb2plY3QYgICAgKDQnQoM,Re-architecture and implementation of tools for FTP Mirror Syncing,Pranjal Mittal,Oregon State University Open Source Lab (OSUOSL),Lance Albertson
ahBzfmdvb2dsZS1tZWxhbmdlclcLEgRVc2VyIg5zYXJ2ZXNoZ3B0MTk5MQwLEgdQcm9maWxlIh5nb29nbGUvZ3NvYzIwMTQvc2FydmVzaGdwdDE5OTEMCxIHUHJvamVjdBiAgICAoJKfCgw,Protein Geometry Database,Sarvesh Gupta,Oregon State University Open Source Lab (OSUOSL),Jack Twilley
ahBzfmdvb2dsZS1tZWxhbmdlclMLEgRVc2VyIgxhbm5hX2hvbW9sa2EMCxIHUHJvZmlsZSIcZ29vZ2xlL2dzb2MyMDE0L2FubmFfaG9tb2xrYQwLEgdQcm9qZWN0GICAgICA8ogKDA,Process Chaining Capabilities for PyWPS,Anna Homolka,OSGeo - Open Source Geospatial Foundation,Jonas Eberle
ahBzfmdvb2dsZS1tZWxhbmdlcksLEgRVc2VyIghlaWw4aWF0aAwLEgdQcm9maWxlIhhnb29nbGUvZ3NvYzIwMTQvZWlsOGlhdGgMCxIHUHJvamVjdBiAgICAwLWbCgw,Implementation of GRASS GIS module for 3D raster flow line computation,Anna Petrasova,OSGeo - Open Source Geospatial Foundation,Helena Mitasova
ahBzfmdvb2dsZS1tZWxhbmdlck0LEgRVc2VyIglqbGFwb2ludGUMCxIHUHJvZmlsZSIZZ29vZ2xlL2dzb2MyMDE0L2psYXBvaW50ZQwLEgdQcm9qZWN0GICAgICAv68KDA,ScribeUI: A GUI and tools for MapServer mapfile editing,Jessica Lapointe,OSGeo - Open Source Geospatial Foundation,Daniel Morissette
ahBzfmdvb2dsZS1tZWxhbmdlck0LEgRVc2VyIglqbGFyb3VjaGUMCxIHUHJvZmlsZSIZZ29vZ2xlL2dzb2MyMDE0L2psYXJvdWNoZQwLEgdQcm9qZWN0GICAgIDAvZUKDA,Enhancements to UbuntuGIS/DebianGIS,Jerome Villeneuve Larouche,OSGeo - Open Source Geospatial Foundation,Cameron Shorter
ahBzfmdvb2dsZS1tZWxhbmdlcksLEgRVc2VyIghrcmVqY21hdAwLEgdQcm9maWxlIhhnb29nbGUvZ3NvYzIwMTQva3JlamNtYXQMCxIHUHJvamVjdBiAgICAoMSOCgw,Metadata for GRASS GIS maps and datasets,Matej Krejci,OSGeo - Open Source Geospatial Foundation,Margherita Di Leo
ahBzfmdvb2dsZS1tZWxhbmdlckcLEgRVc2VyIgZseW9ud2oMCxIHUHJvZmlsZSIWZ29vZ2xlL2dzb2MyMDE0L2x5b253agwLEgdQcm9qZWN0GICAgIDAiJ0KDA,Integrate spatial querying into cypher query language for Neo4j Spatial,William Lyon,OSGeo - Open Source Geospatial Foundation,Craig Taverner
ahBzfmdvb2dsZS1tZWxhbmdlck0LEgRVc2VyIgltYW5pa2FudGEMCxIHUHJvZmlsZSIZZ29vZ2xlL2dzb2MyMDE0L21hbmlrYW50YQwLEgdQcm9qZWN0GICAgICAuYQKDA,Implementation of VRP-Pickup and Delivery with TW for pgRouting,Manikanta Kondeti,OSGeo - Open Source Geospatial Foundation,Daniel Kastl
ahBzfmdvb2dsZS1tZWxhbmdlckkLEgRVc2VyIgdtYXJ0aWRpDAsSB1Byb2ZpbGUiF2dvb2dsZS9nc29jMjAxNC9tYXJ0aWRpDAsSB1Byb2plY3QYgICAgICumQoM,Photogrammetric image processing: DSM generation tool for OSSIM,Martina Di Rita,OSGeo - Open Source Geospatial Foundation,"David Burken, Dave Hicks"
ahBzfmdvb2dsZS1tZWxhbmdlcksLEgRVc2VyIghtYXJ0eWNrYQwLEgdQcm9maWxlIhhnb29nbGUvZ3NvYzIwMTQvbWFydHlja2EMCxIHUHJvamVjdBiAgICAgPKICgw,OTB ICE extension for Monteverdi2: implementation of dynamic functionalitie,Martina,OSGeo - Open Source Geospatial Foundation,Manuel Grizonnet
ahBzfmdvb2dsZS1tZWxhbmdlclMLEgRVc2VyIgxtaWtoYWlsZ3VzZXYMCxIHUHJvZmlsZSIcZ29vZ2xlL2dzb2MyMDE0L21pa2hhaWxndXNldgwLEgdQcm9qZWN0GICAgICA8ogKDA,GDAL/OGR Geography Network support,Mikhail Gusev,OSGeo - Open Source Geospatial Foundation,Dmitry Baryshnikov
ahBzfmdvb2dsZS1tZWxhbmdlckkLEgRVc2VyIgdtbWFkcmlkDAsSB1Byb2ZpbGUiF2dvb2dsZS9nc29jMjAxNC9tbWFkcmlkDAsSB1Byb2plY3QYgICAgIDyiAoM,XLS file format support for gvSIG Desktop 2.x,Manuel Madrid,OSGeo - Open Source Geospatial Foundation,Joaquin
ahBzfmdvb2dsZS1tZWxhbmdlclELEgRVc2VyIgttdWt1bF9wcml5YQwLEgdQcm9maWxlIhtnb29nbGUvZ3NvYzIwMTQvbXVrdWxfcHJpeWEMCxIHUHJvamVjdBiAgICAwJKICgw,Refactor Current VRP Implementation into Generic Class Solver for pgRouting,mukul_priya,OSGeo - Open Source Geospatial Foundation,Stephen Woodbridge
ahBzfmdvb2dsZS1tZWxhbmdlcksLEgRVc2VyIghuaXNoaXRobQwLEgdQcm9maWxlIhhnb29nbGUvZ3NvYzIwMTQvbmlzaGl0aG0MCxIHUHJvamVjdBiAgICAwLWbCgw,Schematization Plug-in for QGIS,Nishith Maheshwari,OSGeo - Open Source Geospatial Foundation,Luciene Delazari
ahBzfmdvb2dsZS1tZWxhbmdlclULEgRVc2VyIg1vc2Nhcm1hcnRpbmV6DAsSB1Byb2ZpbGUiHWdvb2dsZS9nc29jMjAxNC9vc2Nhcm1hcnRpbmV6DAsSB1Byb2plY3QYgICAgIDyiAoM,Geoprocesses Access from the Scripting Framework in gvSIG Desktop 2.x,Oscar Martinez,OSGeo - Open Source Geospatial Foundation,Francisco
ahBzfmdvb2dsZS1tZWxhbmdlckkLEgRVc2VyIgdwYW53YXI5DAsSB1Byb2ZpbGUiF2dvb2dsZS9nc29jMjAxNC9wYW53YXI5DAsSB1Byb2plY3QYgICAgMCcggoM,Add PostGIS spatial query support for the views module in Cartaro. ,Naveen Panwar,OSGeo - Open Source Geospatial Foundation,Nico Mandery
ahBzfmdvb2dsZS1tZWxhbmdlclULEgRVc2VyIg1wcmlza2FfcGlldHJhDAsSB1Byb2ZpbGUiHWdvb2dsZS9nc29jMjAxNC9wcmlza2FfcGlldHJhDAsSB1Byb2plY3QYgICAgMCInQoM,istSOS Event Notification Service,Priska,OSGeo - Open Source Geospatial Foundation,Massimiliano Cannata
ahBzfmdvb2dsZS1tZWxhbmdlcl0LEgRVc2VyIhFyb2JlcnRhX3JhdmFuZWxsaQwLEgdQcm9maWxlIiFnb29nbGUvZ3NvYzIwMTQvcm9iZXJ0YV9yYXZhbmVsbGkMCxIHUHJvamVjdBiAgICAgK6ZCgw,LiDAR segmentation Plug-In based on RANSAC and PCA algorithms for Opticks,Roberta Ravanelli,OSGeo - Open Source Geospatial Foundation,Trevor Clarke
ahBzfmdvb2dsZS1tZWxhbmdlckULEgRVc2VyIgVzaWxsaQwLEgdQcm9maWxlIhVnb29nbGUvZ3NvYzIwMTQvc2lsbGkMCxIHUHJvamVjdBiAgICAgLmECgw,Estimation of inundation areas in uDig/JGrassTools,Silvia Franceschi,OSGeo - Open Source Geospatial Foundation,moovida
ahBzfmdvb2dsZS1tZWxhbmdlckcLEgRVc2VyIgZ1a2FzaXUMCxIHUHJvZmlsZSIWZ29vZ2xlL2dzb2MyMDE0L3VrYXNpdQwLEgdQcm9qZWN0GICAgICAw5UKDA,OSM: Changeset discussion project,Ukasiu,OSGeo - Open Source Geospatial Foundation,Serge Wroclawski
ahBzfmdvb2dsZS1tZWxhbmdlck8LEgRVc2VyIgp2YXJ1bnNhcmFmDAsSB1Byb2ZpbGUiGmdvb2dsZS9nc29jMjAxNC92YXJ1bnNhcmFmDAsSB1Byb2plY3QYgICAgMDflwoM,Implement write support for the GDAL PostGIS Raster driver for PostGIS,Varun Saraf,OSGeo - Open Source Geospatial Foundation,jorgearevalo
ahBzfmdvb2dsZS1tZWxhbmdlclULEgRVc2VyIg12aWthc21pc2hyYTk1DAsSB1Byb2ZpbGUiHWdvb2dsZS9nc29jMjAxNC92aWthc21pc2hyYTk1DAsSB1Byb2plY3QYgICAgIDyiAoM,Groups and Advanced Permissions for GeoNode,Vikas Mishra,OSGeo - Open Source Geospatial Foundation,Simone Dalmasso
ahBzfmdvb2dsZS1tZWxhbmdlck8LEgRVc2VyIgp3ZW56ZXNsYXVzDAsSB1Byb2ZpbGUiGmdvb2dsZS9nc29jMjAxNC93ZW56ZXNsYXVzDAsSB1Byb2plY3QYgICAgICumQoM,Testing framework for GRASS GIS,Vaclav Petras,OSGeo - Open Source Geospatial Foundation,Sören Gebbert
ahBzfmdvb2dsZS1tZWxhbmdlckcLEgRVc2VyIgZvcnVtaW4MCxIHUHJvZmlsZSIWZ29vZ2xlL2dzb2MyMDE0L29ydW1pbgwLEgdQcm9qZWN0GICAgICA8ogKDA,Porting CRuby to OSv,KANATSU Minoru,OSv,Takuya ASADA
ahBzfmdvb2dsZS1tZWxhbmdlcksLEgRVc2VyIghwZHppZXBhawwLEgdQcm9maWxlIhhnb29nbGUvZ3NvYzIwMTQvcGR6aWVwYWsMCxIHUHJvamVjdBiAgICAwL2VCgw,Memory allocator enhancement,Paweł Dziepak,OSv,Avi Kivity
ahBzfmdvb2dsZS1tZWxhbmdlclELEgRVc2VyIgtwcmFzYWRqb3NoaQwLEgdQcm9maWxlIhtnb29nbGUvZ3NvYzIwMTQvcHJhc2Fkam9zaGkMCxIHUHJvamVjdBiAgICAgK6ZCgw,GSoC 2014 – OSv – Add Symbolic Link Support – Prasad Joshi,PrasadJoshi,OSv,"Glauber Costa, Raphael S. Carvalho"
ahBzfmdvb2dsZS1tZWxhbmdlcksLEgRVc2VyIghrb2xhc3plawwLEgdQcm9maWxlIhhnb29nbGUvZ3NvYzIwMTQva29sYXN6ZWsMCxIHUHJvamVjdBiAgICAgMOVCgw,Add potential reviewers - Tomasz Kolek's proposal,Tomasz Kolek,oVirt,Maor Lipchuk
ahBzfmdvb2dsZS1tZWxhbmdlclELEgRVc2VyIgt1dGthcnNoc2lucwwLEgdQcm9maWxlIhtnb29nbGUvZ3NvYzIwMTQvdXRrYXJzaHNpbnMMCxIHUHJvamVjdBiAgICAgK6ZCgw,oVirt virt-sparsify integration,Utkarsh,oVirt,Federico Simoncelli
ahBzfmdvb2dsZS1tZWxhbmdlcksLEgRVc2VyIghhYmhzaGtkegwLEgdQcm9maWxlIhhnb29nbGUvZ3NvYzIwMTQvYWJoc2hrZHoMCxIHUHJvamVjdBiAgICAoOysCgw,OWASP PHP Security Project,Abhishek Das,OWASP Foundation,"Seba Deleersnyder, Mennouchi Islam Azeddine"
ahBzfmdvb2dsZS1tZWxhbmdlck8LEgRVc2VyIgphbGJlcnRvdjkxDAsSB1Byb2ZpbGUiGmdvb2dsZS9nc29jMjAxNC9hbGJlcnRvdjkxDAsSB1Byb2plY3QYgICAgKD9iQoM,OWASP ZAP: SOAP WEB SERVICE SCANNING,Alberto,OWASP Foundation,"Juraj Somorovsky, Pulasthi Mahawithana"
ahBzfmdvb2dsZS1tZWxhbmdlckULEgRVc2VyIgViYWRkaQwLEgdQcm9maWxlIhVnb29nbGUvZ3NvYzIwMTQvYmFkZGkMCxIHUHJvamVjdBiAgICAwKuGCgw,OWASP ZAP: Advanced Fuzzing,Sebastian Schulze,OWASP Foundation,"thc202, Yvan Boily"
ahBzfmdvb2dsZS1tZWxhbmdlcksLEgRVc2VyIghiaGFudWRldgwLEgdQcm9maWxlIhhnb29nbGUvZ3NvYzIwMTQvYmhhbnVkZXYMCxIHUHJvamVjdBiAgICAwN-XCgw,OWASP Hackademic Challenges-New challenges and Improvements to the Existing,Bhanu dev,OWASP Foundation,"Liatsis Fotis, Spyros Gasteratos"
ahBzfmdvb2dsZS1tZWxhbmdlclcLEgRVc2VyIg5jb3NtaW5zdGVmYW54cAwLEgdQcm9maWxlIh5nb29nbGUvZ3NvYzIwMTQvY29zbWluc3RlZmFueHAMCxIHUHJvamVjdBiAgICA4MKfCgw,Advanced access control testing and user access comparison,Cosmin Stefan,OWASP Foundation,"thc202, Simon Bennetts"
ahBzfmdvb2dsZS1tZWxhbmdlckkLEgRVc2VyIgdkZWx0YTI0DAsSB1Byb2ZpbGUiF2dvb2dsZS9nc29jMjAxNC9kZWx0YTI0DAsSB1Byb2plY3QYgICAgKCZkAoM,"OWASP-OWTF: Stateful Browsing, Session Management and Python upgrade",Viyat Bhalodia,OWASP Foundation,"antisnatchor, Bharadwaj Machiraju"
ahBzfmdvb2dsZS1tZWxhbmdlcksLEgRVc2VyIghkZXBpZXJyZQwLEgdQcm9maWxlIhhnb29nbGUvZ3NvYzIwMTQvZGVwaWVycmUMCxIHUHJvamVjdBiAgICA4NqNCgw,OWASP OWTF - Automated ranking system,Tao Sauvage,OWASP Foundation,"Nigel Southgate, Xavier Mertens"
ahBzfmdvb2dsZS1tZWxhbmdlcksLEgRVc2VyIghkc2NhcnNvbgwLEgdQcm9maWxlIhhnb29nbGUvZ3NvYzIwMTQvZHNjYXJzb24MCxIHUHJvamVjdBiAgICA4LCFCgw,OWASP OWTF - Zest support and ZAP integration,Deep Shah,OWASP Foundation,"Andres Morales, Ignacio Sorribas"
ahBzfmdvb2dsZS1tZWxhbmdlckkLEgRVc2VyIgdmdXJxdWFuDAsSB1Byb2ZpbGUiF2dvb2dsZS9nc29jMjAxNC9mdXJxdWFuDAsSB1Byb2plY3QYgICAgMCcggoM,OWASP - SeraphimDroid,furquan,OWASP Foundation,"kpapapan, Nikola Milosevic"
ahBzfmdvb2dsZS1tZWxhbmdlckkLEgRVc2VyIgdsdWNpZjNyDAsSB1Byb2ZpbGUiF2dvb2dsZS9nc29jMjAxNC9sdWNpZjNyDAsSB1Byb2plY3QYgICAgKDEjgoM,"OWASP OWTF - Flexible Mapping, Templating Engine, Passive Online Scanner",Anirudh Anand,OWASP Foundation,"Anant Shrivastava, Abraham Aranguren"
ahBzfmdvb2dsZS1tZWxhbmdlclkLEgRVc2VyIg9tYXJpb3Nrb3VydGVzaXMMCxIHUHJvZmlsZSIfZ29vZ2xlL2dzb2MyMDE0L21hcmlvc2tvdXJ0ZXNpcwwLEgdQcm9qZWN0GICAgICQyY8KDA,WAF bypasser OWTF module,Marios Kourtesis,OWASP Foundation,"Sandro Gauci, Erwan"
ahBzfmdvb2dsZS1tZWxhbmdlckcLEgRVc2VyIgZtZWJqYXMMCxIHUHJvZmlsZSIWZ29vZ2xlL2dzb2MyMDE0L21lYmphcwwLEgdQcm9qZWN0GICAgICgjoEKDA,OWASP CSRF GUARD ,Minhaz,OWASP Foundation,"Kevin W. Wall, Jim Manico"
ahBzfmdvb2dsZS1tZWxhbmdlck0LEgRVc2VyIgluZXJvX2x1Y2kMCxIHUHJvZmlsZSIZZ29vZ2xlL2dzb2MyMDE0L25lcm9fbHVjaQwLEgdQcm9qZWN0GICAgIDAq4YKDA,Improved Proxification and Plug-n-Hack support,Cornel Punga,OWASP Foundation,"John Vargas, Raul Siles"
